county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Imperial County,2020-08-20,126.0,121.0,80.0,79.0,
Inyo County,2020-08-20,,,,,
Kern County,2020-08-20,,,15.0,15.0,
Kings County,2020-08-20,44.0,44.0,,,
Lake County,2020-08-20,,,,,
Lassen County,2020-08-20,,,,,
Los Angeles County,2020-08-20,4634.0,3936.0,651.0,651.0,
Madera County ,2020-08-20,17.0,17.0,,,
Marin County ,2020-08-20,165.0,104.0,44.0,,
Mariposa County,2020-08-20,44.0,,,,
Mendocino County,2020-08-20,92.0,22.0,,,
Merced County,2020-08-20,124.0,35.0,,,
Modoc County,2020-08-20,,,,,
Mono County,2020-08-20,,,,,
Monterey County,2020-08-20,115.0,78.0,108.0,15.0,
Napa County ,2020-08-20,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-20,70.0,,,,
Orange County,2020-08-20,692.0,567.0,78.0,78.0,
Placer County,2020-08-20,83.0,60.0,12.0,12.0,
Plumas County,2020-08-20,,,,,
Riverside County,2020-08-20,362.0,362.0,15.0,15.0,
Sacramento County,2020-08-20,525.0,503.0,63.0,63.0,
San Benito County,2020-08-20,,,,,
San Bernardino County,2020-08-20,427.0,427.0,20.0,,20.0
San Diego County,2020-08-20,1327.0,173.0,44.0,44.0,
San Francisco,2020-08-20,2614.0,1903.0,91.0,91.0,
San Joaquin County,2020-08-20,73.0,66.0,,,
San Luis Obispo County,2020-08-20,155.0,,14.0,14.0,
San Mateo County,2020-08-20,164.0,164.0,,,
Santa Barbara County,2020-08-20,123.0,87.0,,,
Santa Clara County,2020-08-20,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-20,236.0,148.0,35.0,,12.0
Shasta County,2020-08-20,97.0,97.0,,,
Sierra County,2020-08-20,,,,,
Siskiyou County,2020-08-20,,,,,
Solano County,2020-08-20,127.0,114.0,,,
Sonoma County,2020-08-20,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-20,124.0,93.0,,,
Sutter County,2020-08-20,18.0,18.0,,,
Tehama County,2020-08-20,,,,,
Trinity County,2020-08-20,,,,,
Tulare County,2020-08-20,119.0,65.0,,,
Tuolumne County,2020-08-20,21.0,21.0,,,
Ventura County,2020-08-20,331.0,147.0,,,
Yolo County,2020-08-20,167.0,123.0,,,
Yuba County,2020-08-20,,,,,
Wilton Rancheria Tribe,2020-08-20,,,,,
Bishop Paiute Tribal Council,2020-08-20,,,,,
Alameda County,2020-08-21,833.0,584.0,91.0,91.0,
Alpine County,2020-08-21,,,,,
Amador County,2020-08-21,,,,,
Butte County,2020-08-21,128.0,128.0,,,
Calaveras County,2020-08-21,29.0,18.0,,,
Colusa County,2020-08-21,,,,,
Contra Costa County,2020-08-21,599.0,494.0,,,
Del Norte County,2020-08-21,29.0,29.0,,,
El Dorado County,2020-08-21,46.0,39.0,,,
Fresno County,2020-08-21,357.0,353.0,28.0,28.0,
Glenn County,2020-08-21,,,,,
Humboldt County,2020-08-21,74.0,49.0,15.0,,
Imperial County,2020-08-21,126.0,119.0,80.0,79.0,
Inyo County,2020-08-21,,,,,
Kern County,2020-08-21,,,15.0,15.0,
Kings County,2020-08-21,44.0,44.0,,,
Lake County,2020-08-21,,,,,
Lassen County,2020-08-21,,,,,
Los Angeles County,2020-08-21,4634.0,3937.0,651.0,651.0,
Madera County ,2020-08-21,17.0,17.0,,,
Marin County ,2020-08-21,165.0,104.0,44.0,,
Mariposa County,2020-08-21,44.0,,,,
Mendocino County,2020-08-21,92.0,22.0,,,
Merced County,2020-08-21,124.0,35.0,,,
Modoc County,2020-08-21,,,,,
Mono County,2020-08-21,,,,,
Monterey County,2020-08-21,115.0,79.0,108.0,15.0,
Napa County ,2020-08-21,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-21,70.0,,,,
Orange County,2020-08-21,692.0,572.0,78.0,78.0,
Placer County,2020-08-21,83.0,62.0,12.0,12.0,
Plumas County,2020-08-21,,,,,
Riverside County,2020-08-21,362.0,362.0,15.0,15.0,
Sacramento County,2020-08-21,525.0,503.0,63.0,63.0,
San Benito County,2020-08-21,,,,,
San Bernardino County,2020-08-21,427.0,427.0,20.0,,20.0
San Diego County,2020-08-21,1327.0,171.0,44.0,44.0,
San Francisco,2020-08-21,2614.0,1897.0,91.0,91.0,
San Joaquin County,2020-08-21,73.0,66.0,,,
San Luis Obispo County,2020-08-21,155.0,,14.0,14.0,
San Mateo County,2020-08-21,163.0,163.0,,,
Santa Barbara County,2020-08-21,121.0,86.0,,,
Santa Clara County,2020-08-21,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-21,236.0,152.0,35.0,,12.0
Shasta County,2020-08-21,94.0,94.0,,,
Sierra County,2020-08-21,,,,,
Siskiyou County,2020-08-21,,,,,
Solano County,2020-08-21,127.0,114.0,,,
Sonoma County,2020-08-21,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-21,124.0,92.0,,,
Sutter County,2020-08-21,18.0,18.0,,,
Tehama County,2020-08-21,,,,,
Trinity County,2020-08-21,,,,,
Tulare County,2020-08-21,98.0,66.0,,,
Tuolumne County,2020-08-21,21.0,21.0,,,
Ventura County,2020-08-21,331.0,147.0,,,
Yolo County,2020-08-21,167.0,122.0,,,
Yuba County,2020-08-21,,,,,
Wilton Rancheria Tribe,2020-08-21,,,,,
Bishop Paiute Tribal Council,2020-08-21,,,,,
Alameda County,2020-08-24,833.0,592.0,91.0,91.0,
Alpine County,2020-08-24,,,,,
Amador County,2020-08-24,,,,,
Butte County,2020-08-24,128.0,128.0,,,
Calaveras County,2020-08-24,29.0,18.0,,,
Colusa County,2020-08-24,,,,,
Contra Costa County,2020-08-24,599.0,483.0,,,
Del Norte County,2020-08-24,29.0,29.0,,,
El Dorado County,2020-08-24,46.0,39.0,,,
Fresno County,2020-08-24,357.0,353.0,28.0,28.0,
Glenn County,2020-08-24,,,,,
Humboldt County,2020-08-24,74.0,49.0,15.0,,
Imperial County,2020-08-24,126.0,119.0,80.0,79.0,
Inyo County,2020-08-24,,,,,
Kern County,2020-08-24,,,15.0,15.0,
Kings County,2020-08-24,44.0,44.0,,,
Lake County,2020-08-24,,,,,
Lassen County,2020-08-24,,,,,
Los Angeles County,2020-08-24,4633.0,3941.0,651.0,651.0,
Madera County ,2020-08-24,17.0,17.0,,,
Marin County ,2020-08-24,165.0,102.0,44.0,,
Mariposa County,2020-08-24,44.0,,,,
Mendocino County,2020-08-24,92.0,22.0,,,
Merced County,2020-08-24,60.0,33.0,,,
Modoc County,2020-08-24,,,,,
Mono County,2020-08-24,,,,,
Monterey County,2020-08-24,115.0,81.0,108.0,15.0,
Napa County ,2020-08-24,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-24,70.0,,,,
Orange County,2020-08-24,692.0,562.0,78.0,78.0,
Placer County,2020-08-24,83.0,61.0,12.0,12.0,
Plumas County,2020-08-24,,,,,
Riverside County,2020-08-24,370.0,370.0,15.0,15.0,
Sacramento County,2020-08-24,525.0,503.0,63.0,63.0,
San Benito County,2020-08-24,,,,,
San Bernardino County,2020-08-24,427.0,427.0,20.0,,20.0
San Diego County,2020-08-24,1327.0,167.0,44.0,44.0,
San Francisco,2020-08-24,2614.0,1907.0,91.0,91.0,
San Joaquin County,2020-08-24,73.0,66.0,,,
San Luis Obispo County,2020-08-24,155.0,,14.0,14.0,
San Mateo County,2020-08-24,163.0,163.0,,,
Santa Barbara County,2020-08-24,121.0,87.0,,,
Santa Clara County,2020-08-24,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-24,236.0,161.0,35.0,,12.0
Shasta County,2020-08-24,94.0,94.0,,,
Sierra County,2020-08-24,,,,,
Siskiyou County,2020-08-24,,,,,
Solano County,2020-08-24,127.0,112.0,,,
Sonoma County,2020-08-24,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-24,124.0,92.0,,,
Sutter County,2020-08-24,18.0,18.0,,,
Tehama County,2020-08-24,,,,,
Trinity County,2020-08-24,,,,,
Tulare County,2020-08-24,98.0,66.0,,,
Tuolumne County,2020-08-24,21.0,21.0,,,
Ventura County,2020-08-24,331.0,147.0,,,
Yolo County,2020-08-24,167.0,122.0,,,
Yuba County,2020-08-24,,,,,
Wilton Rancheria Tribe,2020-08-24,,,,,
Bishop Paiute Tribal Council,2020-08-24,,,,,
Alameda County,2020-08-25,861.0,623.0,91.0,91.0,
Alpine County,2020-08-25,,,,,
Amador County,2020-08-25,,,,,
Butte County,2020-08-25,127.0,127.0,,,
Calaveras County,2020-08-25,29.0,14.0,,,
Colusa County,2020-08-25,,,,,
Contra Costa County,2020-08-25,599.0,481.0,,,
Del Norte County,2020-08-25,28.0,28.0,,,
El Dorado County,2020-08-25,46.0,39.0,,,
Fresno County,2020-08-25,357.0,353.0,28.0,28.0,
Glenn County,2020-08-25,,,,,
Humboldt County,2020-08-25,74.0,45.0,15.0,,
Imperial County,2020-08-25,126.0,119.0,80.0,79.0,
Inyo County,2020-08-25,,,,,
Kern County,2020-08-25,,,15.0,15.0,
Kings County,2020-08-25,44.0,44.0,,,
Lake County,2020-08-25,,,,,
Lassen County,2020-08-25,,,,,
Los Angeles County,2020-08-25,4633.0,3942.0,651.0,651.0,
Madera County ,2020-08-25,17.0,,,,
Marin County ,2020-08-25,165.0,95.0,44.0,,
Mariposa County,2020-08-25,,,,,
Mendocino County,2020-08-25,100.0,11.0,,,
Merced County,2020-08-25,75.0,36.0,,,
Modoc County,2020-08-25,,,,,
Mono County,2020-08-25,,,,,
Monterey County,2020-08-25,115.0,81.0,108.0,15.0,
Napa County ,2020-08-25,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-25,70.0,,,,
Orange County,2020-08-25,692.0,562.0,78.0,78.0,
Placer County,2020-08-25,83.0,60.0,12.0,12.0,
Plumas County,2020-08-25,,,,,
Riverside County,2020-08-25,371.0,371.0,15.0,15.0,
Sacramento County,2020-08-25,525.0,503.0,63.0,63.0,
San Benito County,2020-08-25,,,,,
San Bernardino County,2020-08-25,427.0,427.0,20.0,,20.0
San Diego County,2020-08-25,1327.0,168.0,44.0,44.0,
San Francisco,2020-08-25,2613.0,1926.0,91.0,91.0,
San Joaquin County,2020-08-25,73.0,68.0,,,
San Luis Obispo County,2020-08-25,155.0,,14.0,14.0,
San Mateo County,2020-08-25,163.0,163.0,,,
Santa Barbara County,2020-08-25,116.0,79.0,,,
Santa Clara County,2020-08-25,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-25,242.0,159.0,35.0,,12.0
Shasta County,2020-08-25,74.0,74.0,,,
Sierra County,2020-08-25,,,,,
Siskiyou County,2020-08-25,,,,,
Solano County,2020-08-25,127.0,111.0,,,
Sonoma County,2020-08-25,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-25,124.0,92.0,,,
Sutter County,2020-08-25,18.0,18.0,,,
Tehama County,2020-08-25,,,,,
Trinity County,2020-08-25,,,,,
Tulare County,2020-08-25,108.0,64.0,,,
Tuolumne County,2020-08-25,21.0,21.0,,,
Ventura County,2020-08-25,341.0,157.0,,,
Yolo County,2020-08-25,167.0,120.0,,,
Yuba County,2020-08-25,,,,,
Wilton Rancheria Tribe,2020-08-25,,,,,
Bishop Paiute Tribal Council,2020-08-25,,,,,
Alameda County,2020-08-26,973.0,665.0,91.0,91.0,
Alpine County,2020-08-26,,,,,
Amador County,2020-08-26,,,,,
Butte County,2020-08-26,126.0,126.0,,,
Calaveras County,2020-08-26,29.0,14.0,,,
Colusa County,2020-08-26,,,,,
Contra Costa County,2020-08-26,599.0,475.0,,,
Del Norte County,2020-08-26,28.0,28.0,,,
El Dorado County,2020-08-26,46.0,39.0,,,
Fresno County,2020-08-26,357.0,353.0,28.0,28.0,
Glenn County,2020-08-26,,,,,
Humboldt County,2020-08-26,74.0,45.0,15.0,,
Imperial County,2020-08-26,126.0,120.0,80.0,79.0,
Inyo County,2020-08-26,,,,,
Kern County,2020-08-26,,,15.0,15.0,
Kings County,2020-08-26,44.0,44.0,,,
Lake County,2020-08-26,,,,,
Lassen County,2020-08-26,,,,,
Los Angeles County,2020-08-26,4633.0,3925.0,651.0,651.0,
Madera County ,2020-08-26,17.0,,,,
Marin County ,2020-08-26,165.0,93.0,44.0,,
Mariposa County,2020-08-26,,,,,
Mendocino County,2020-08-26,102.0,12.0,,,
Merced County,2020-08-26,75.0,36.0,,,
Modoc County,2020-08-26,,,,,
Mono County,2020-08-26,,,,,
Monterey County,2020-08-26,115.0,77.0,108.0,15.0,
Napa County ,2020-08-26,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-26,70.0,,,,
Orange County,2020-08-26,692.0,562.0,78.0,78.0,
Placer County,2020-08-26,83.0,60.0,12.0,12.0,
Plumas County,2020-08-26,,,,,
Riverside County,2020-08-26,377.0,377.0,15.0,15.0,
Sacramento County,2020-08-26,525.0,503.0,63.0,63.0,
San Benito County,2020-08-26,,,,,
San Bernardino County,2020-08-26,427.0,427.0,20.0,,20.0
San Diego County,2020-08-26,1327.0,168.0,44.0,44.0,
San Francisco,2020-08-26,2613.0,1922.0,91.0,91.0,
San Joaquin County,2020-08-26,73.0,68.0,,,
San Luis Obispo County,2020-08-26,155.0,,14.0,14.0,
San Mateo County,2020-08-26,163.0,163.0,,,
Santa Barbara County,2020-08-26,114.0,72.0,,,
Santa Clara County,2020-08-26,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-26,242.0,172.0,35.0,,12.0
Shasta County,2020-08-26,76.0,74.0,,,
Sierra County,2020-08-26,,,,,
Siskiyou County,2020-08-26,,,,,
Solano County,2020-08-26,128.0,111.0,,,
Sonoma County,2020-08-26,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-26,124.0,92.0,,,
Sutter County,2020-08-26,18.0,18.0,,,
Tehama County,2020-08-26,,,,,
Trinity County,2020-08-26,,,,,
Tulare County,2020-08-26,108.0,63.0,,,
Tuolumne County,2020-08-26,21.0,21.0,,,
Ventura County,2020-08-26,341.0,157.0,,,
Yolo County,2020-08-26,167.0,105.0,,,
Yuba County,2020-08-26,,,,,
Wilton Rancheria Tribe,2020-08-26,,,,,
Bishop Paiute Tribal Council,2020-08-26,,,,,
Alameda County,2020-08-27,973.0,678.0,91.0,91.0,
Alpine County,2020-08-27,,,,,
Amador County,2020-08-27,,,,,
Butte County,2020-08-27,124.0,124.0,,,
Calaveras County,2020-08-27,29.0,14.0,,,
Colusa County,2020-08-27,,,,,
Contra Costa County,2020-08-27,599.0,486.0,,,
Del Norte County,2020-08-27,28.0,28.0,,,
El Dorado County,2020-08-27,46.0,39.0,,,
Fresno County,2020-08-27,357.0,353.0,28.0,28.0,
Glenn County,2020-08-27,,,,,
Humboldt County,2020-08-27,74.0,45.0,15.0,,
Imperial County,2020-08-27,126.0,119.0,80.0,79.0,
Inyo County,2020-08-27,,,,,
Kern County,2020-08-27,,,15.0,15.0,
Kings County,2020-08-27,44.0,44.0,,,
Lake County,2020-08-27,,,,,
Lassen County,2020-08-27,,,,,
Los Angeles County,2020-08-27,4633.0,3912.0,651.0,651.0,
Madera County ,2020-08-27,17.0,,,,
Marin County ,2020-08-27,165.0,88.0,44.0,,
Mariposa County,2020-08-27,,,,,
Mendocino County,2020-08-27,102.0,12.0,,,
Merced County,2020-08-27,75.0,26.0,,,
Modoc County,2020-08-27,,,,,
Mono County,2020-08-27,,,,,
Monterey County,2020-08-27,115.0,77.0,108.0,15.0,
Napa County ,2020-08-27,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-27,56.0,,,,
Orange County,2020-08-27,692.0,562.0,78.0,78.0,
Placer County,2020-08-27,83.0,60.0,12.0,12.0,
Plumas County,2020-08-27,,,,,
Riverside County,2020-08-27,377.0,377.0,15.0,15.0,
Sacramento County,2020-08-27,525.0,503.0,63.0,63.0,
San Benito County,2020-08-27,,,,,
San Bernardino County,2020-08-27,427.0,427.0,20.0,,20.0
San Diego County,2020-08-27,1327.0,163.0,44.0,44.0,
San Francisco,2020-08-27,2613.0,1935.0,91.0,91.0,
San Joaquin County,2020-08-27,73.0,67.0,,,
San Luis Obispo County,2020-08-27,155.0,,14.0,14.0,
San Mateo County,2020-08-27,164.0,164.0,,,
Santa Barbara County,2020-08-27,114.0,79.0,,,
Santa Clara County,2020-08-27,837.0,638.0,105.0,12.0,
Santa Cruz County,2020-08-27,242.0,174.0,35.0,,12.0
Shasta County,2020-08-27,74.0,73.0,,,
Sierra County,2020-08-27,,,,,
Siskiyou County,2020-08-27,,,,,
Solano County,2020-08-27,128.0,110.0,,,
Sonoma County,2020-08-27,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-27,124.0,94.0,,,
Sutter County,2020-08-27,18.0,18.0,,,
Tehama County,2020-08-27,,,,,
Trinity County,2020-08-27,,,,,
Tulare County,2020-08-27,108.0,63.0,,,
Tuolumne County,2020-08-27,21.0,21.0,,,
Ventura County,2020-08-27,341.0,157.0,,,
Yolo County,2020-08-27,167.0,104.0,,,
Yuba County,2020-08-27,,,,,
Wilton Rancheria Tribe,2020-08-27,,,,,
Bishop Paiute Tribal Council,2020-08-27,,,,,
Alameda County,2020-08-28,973.0,703.0,91.0,91.0,
Alpine County,2020-08-28,,,,,
Amador County,2020-08-28,,,,,
Butte County,2020-08-28,122.0,122.0,,,
Calaveras County,2020-08-28,29.0,14.0,,,
Colusa County,2020-08-28,,,,,
Contra Costa County,2020-08-28,550.0,484.0,,,
Del Norte County,2020-08-28,28.0,28.0,,,
El Dorado County,2020-08-28,46.0,39.0,,,
Fresno County,2020-08-28,357.0,353.0,28.0,28.0,
Glenn County,2020-08-28,,,,,
Humboldt County,2020-08-28,74.0,45.0,15.0,,
Imperial County,2020-08-28,126.0,119.0,80.0,79.0,
Inyo County,2020-08-28,,,,,
Kern County,2020-08-28,,,15.0,15.0,
Kings County,2020-08-28,44.0,44.0,,,
Lake County,2020-08-28,,,,,
Lassen County,2020-08-28,,,,,
Los Angeles County,2020-08-28,4633.0,3914.0,651.0,651.0,
Madera County ,2020-08-28,17.0,,,,
Marin County ,2020-08-28,165.0,87.0,44.0,,
Mariposa County,2020-08-28,,,,,
Mendocino County,2020-08-28,102.0,11.0,,,
Merced County,2020-08-28,75.0,26.0,,,
Modoc County,2020-08-28,,,,,
Mono County,2020-08-28,,,,,
Monterey County,2020-08-28,115.0,77.0,108.0,15.0,
Napa County ,2020-08-28,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-28,56.0,,,,
Orange County,2020-08-28,692.0,551.0,78.0,78.0,
Placer County,2020-08-28,83.0,60.0,12.0,12.0,
Plumas County,2020-08-28,,,,,
Riverside County,2020-08-28,376.0,376.0,15.0,15.0,
Sacramento County,2020-08-28,525.0,503.0,63.0,63.0,
San Benito County,2020-08-28,,,,,
San Bernardino County,2020-08-28,427.0,427.0,20.0,,20.0
San Diego County,2020-08-28,1327.0,161.0,44.0,44.0,
San Francisco,2020-08-28,2613.0,1934.0,91.0,91.0,
San Joaquin County,2020-08-28,73.0,68.0,,,
San Luis Obispo County,2020-08-28,155.0,,14.0,14.0,
San Mateo County,2020-08-28,165.0,165.0,,,
Santa Barbara County,2020-08-28,114.0,78.0,,,
Santa Clara County,2020-08-28,837.0,638.0,105.0,12.0,
Santa Cruz County,2020-08-28,242.0,176.0,35.0,,12.0
Shasta County,2020-08-28,74.0,73.0,,,
Sierra County,2020-08-28,,,,,
Siskiyou County,2020-08-28,,,,,
Solano County,2020-08-28,128.0,112.0,,,
Sonoma County,2020-08-28,94.0,78.0,24.0,24.0,
Stanislaus County,2020-08-28,122.0,91.0,,,
Sutter County,2020-08-28,18.0,18.0,,,
Tehama County,2020-08-28,,,,,
Trinity County,2020-08-28,,,,,
Tulare County,2020-08-28,108.0,62.0,,,
Tuolumne County,2020-08-28,21.0,21.0,,,
Ventura County,2020-08-28,341.0,157.0,,,
Yolo County,2020-08-28,167.0,105.0,,,
Yuba County,2020-08-28,,,,,
Wilton Rancheria Tribe,2020-08-28,,,,,
Bishop Paiute Tribal Council,2020-08-28,,,,,
Alameda County,2020-08-31,973.0,710.0,91.0,91.0,
Alpine County,2020-08-31,,,,,
Amador County,2020-08-31,,,,,
Butte County,2020-08-31,120.0,120.0,,,
Calaveras County,2020-08-31,29.0,14.0,,,
Colusa County,2020-08-31,,,,,
Contra Costa County,2020-08-31,550.0,483.0,,,
Del Norte County,2020-08-31,28.0,28.0,,,
El Dorado County,2020-08-31,46.0,39.0,,,
Fresno County,2020-08-31,357.0,353.0,28.0,28.0,
Glenn County,2020-08-31,,,,,
Humboldt County,2020-08-31,74.0,45.0,15.0,,
Imperial County,2020-08-31,126.0,119.0,80.0,79.0,
Inyo County,2020-08-31,,,,,
Kern County,2020-08-31,,,15.0,15.0,
Kings County,2020-08-31,64.0,58.0,,,
Lake County,2020-08-31,,,,,
Lassen County,2020-08-31,,,,,
Los Angeles County,2020-08-31,4633.0,3882.0,651.0,651.0,
Madera County ,2020-08-31,17.0,,,,
Marin County ,2020-08-31,165.0,87.0,44.0,,
Mariposa County,2020-08-31,,,,,
Mendocino County,2020-08-31,102.0,11.0,,,
Merced County,2020-08-31,75.0,26.0,,,
Modoc County,2020-08-31,,,,,
Mono County,2020-08-31,,,,,
Monterey County,2020-08-31,115.0,75.0,108.0,15.0,
Napa County ,2020-08-31,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-31,56.0,,,,
Orange County,2020-08-31,692.0,551.0,78.0,78.0,
Placer County,2020-08-31,83.0,62.0,12.0,12.0,
Plumas County,2020-08-31,,,,,
Riverside County,2020-08-31,375.0,375.0,15.0,15.0,
Sacramento County,2020-08-31,525.0,503.0,63.0,63.0,
San Benito County,2020-08-31,,,,,
San Bernardino County,2020-08-31,427.0,427.0,20.0,,20.0
San Diego County,2020-08-31,1327.0,154.0,44.0,44.0,
San Francisco,2020-08-31,2613.0,1944.0,91.0,91.0,
San Joaquin County,2020-08-31,73.0,68.0,,,
San Luis Obispo County,2020-08-31,155.0,,14.0,14.0,
San Mateo County,2020-08-31,165.0,165.0,,,
Santa Barbara County,2020-08-31,114.0,78.0,,,
Santa Clara County,2020-08-31,837.0,628.0,105.0,12.0,
Santa Cruz County,2020-08-31,242.0,172.0,35.0,,12.0
Shasta County,2020-08-31,75.0,72.0,,,
Sierra County,2020-08-31,,,,,
Siskiyou County,2020-08-31,,,,,
Solano County,2020-08-31,128.0,112.0,,,
Sonoma County,2020-08-31,94.0,78.0,24.0,24.0,
Stanislaus County,2020-08-31,122.0,91.0,,,
Sutter County,2020-08-31,18.0,18.0,,,
Tehama County,2020-08-31,,,,,
Trinity County,2020-08-31,,,,,
Tulare County,2020-08-31,108.0,61.0,,,
Tuolumne County,2020-08-31,21.0,21.0,,,
Ventura County,2020-08-31,341.0,157.0,,,
Yolo County,2020-08-31,167.0,105.0,,,
Yuba County,2020-08-31,,,,,
Wilton Rancheria Tribe,2020-08-31,,,,,
Bishop Paiute Tribal Council,2020-08-31,,,,,
Alameda County,2020-09-01,973.0,714.0,91.0,91.0,
Alpine County,2020-09-01,,,,,
Amador County,2020-09-01,,,,,
Butte County,2020-09-01,119.0,119.0,,,
Calaveras County,2020-09-01,29.0,14.0,,,
Colusa County,2020-09-01,,,,,
Contra Costa County,2020-09-01,550.0,480.0,,,
Del Norte County,2020-09-01,28.0,28.0,,,
El Dorado County,2020-09-01,46.0,39.0,,,
Fresno County,2020-09-01,357.0,353.0,28.0,28.0,
Glenn County,2020-09-01,,,,,
Humboldt County,2020-09-01,74.0,45.0,15.0,,
Imperial County,2020-09-01,126.0,119.0,80.0,79.0,
Inyo County,2020-09-01,,,,,
Kern County,2020-09-01,,,15.0,15.0,
Kings County,2020-09-01,64.0,58.0,,,
Lake County,2020-09-01,,,,,
Lassen County,2020-09-01,,,,,
Los Angeles County,2020-09-01,4633.0,3888.0,651.0,651.0,
Madera County ,2020-09-01,17.0,,,,
Marin County ,2020-09-01,165.0,86.0,44.0,,
Mariposa County,2020-09-01,,,,,
Mendocino County,2020-09-01,98.0,,,,
Merced County,2020-09-01,75.0,24.0,,,
Modoc County,2020-09-01,,,,,
Mono County,2020-09-01,,,,,
Monterey County,2020-09-01,115.0,75.0,108.0,15.0,
Napa County ,2020-09-01,111.0,99.0,18.0,12.0,
Nevada County ,2020-09-01,56.0,,,,
Orange County,2020-09-01,692.0,564.0,78.0,78.0,
Placer County,2020-09-01,83.0,64.0,12.0,12.0,
Plumas County,2020-09-01,,,,,
Riverside County,2020-09-01,369.0,369.0,15.0,15.0,
Sacramento County,2020-09-01,525.0,503.0,63.0,63.0,
San Benito County,2020-09-01,,,,,
San Bernardino County,2020-09-01,427.0,427.0,20.0,,20.0
San Diego County,2020-09-01,1327.0,154.0,44.0,44.0,
San Francisco,2020-09-01,2613.0,1932.0,91.0,91.0,
San Joaquin County,2020-09-01,73.0,68.0,,,
San Luis Obispo County,2020-09-01,155.0,,14.0,14.0,
San Mateo County,2020-09-01,167.0,167.0,,,
Santa Barbara County,2020-09-01,114.0,75.0,,,
Santa Clara County,2020-09-01,837.0,628.0,105.0,12.0,
Santa Cruz County,2020-09-01,242.0,171.0,35.0,,12.0
Shasta County,2020-09-01,75.0,72.0,,,
Sierra County,2020-09-01,,,,,
Siskiyou County,2020-09-01,,,,,
Solano County,2020-09-01,127.0,112.0,,,
Sonoma County,2020-09-01,94.0,78.0,24.0,24.0,
Stanislaus County,2020-09-01,123.0,90.0,,,
Sutter County,2020-09-01,18.0,18.0,,,
Tehama County,2020-09-01,,,,,
Trinity County,2020-09-01,,,,,
