county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Stanislaus County,2020-05-02,121.0,82.0,,,
Sutter County,2020-05-02,19.0,19.0,,,
Tehama County,2020-05-02,,,,,
Trinity County,2020-05-02,,,,,
Tulare County,2020-05-02,56.0,,,,
Tuolumne County,2020-05-02,50.0,,,,
Ventura County,2020-05-02,388.0,303.0,,,
Yolo County,2020-05-02,246.0,226.0,,,
Yuba County,2020-05-02,31.0,18.0,,,
Wilton Rancheria Tribe,2020-05-02,,,,,
Bishop Paiute Tribal Council,2020-05-02,,,,,
Alameda County,2020-05-03,385.0,343.0,91.0,91.0,
Alpine County,2020-05-03,,,,,
Amador County,2020-05-03,,,,,
Butte County,2020-05-03,96.0,96.0,,,
Calaveras County,2020-05-03,73.0,25.0,,,
Colusa County,2020-05-03,,,,,
Contra Costa County,2020-05-03,444.0,230.0,,,
Del Norte County,2020-05-03,,,,,
El Dorado County,2020-05-03,26.0,,,,
Fresno County,2020-05-03,305.0,250.0,28.0,28.0,
Glenn County,2020-05-03,,,,,
Humboldt County,2020-05-03,64.0,35.0,15.0,,
Imperial County,2020-05-03,,,37.0,,
Inyo County,2020-05-03,,,,,
Kern County,2020-05-03,,,15.0,15.0,
Kings County,2020-05-03,,,,,
Lake County,2020-05-03,15.0,,,,
Lassen County,2020-05-03,13.0,13.0,,,
Los Angeles County,2020-05-03,3631.0,1945.0,658.0,651.0,
Madera County ,2020-05-03,21.0,21.0,,,
Marin County ,2020-05-03,169.0,98.0,44.0,,
Mariposa County,2020-05-03,44.0,13.0,,,
Mendocino County,2020-05-03,170.0,131.0,,,
Merced County,2020-05-03,112.0,61.0,,,
Modoc County,2020-05-03,,,,,
Mono County,2020-05-03,,,,,
Monterey County,2020-05-03,142.0,,108.0,15.0,
Napa County ,2020-05-03,97.0,53.0,18.0,12.0,
Nevada County ,2020-05-03,50.0,14.0,,,
Orange County,2020-05-03,402.0,137.0,78.0,78.0,
Placer County,2020-05-03,73.0,26.0,12.0,12.0,
Plumas County,2020-05-03,,,,,
Riverside County,2020-05-03,258.0,258.0,15.0,15.0,
Sacramento County,2020-05-03,275.0,168.0,63.0,63.0,
San Benito County,2020-05-03,67.0,44.0,,,
San Bernardino County,2020-05-03,50.0,37.0,20.0,,20.0
San Diego County,2020-05-03,2029.0,409.0,44.0,44.0,
San Francisco,2020-05-03,1795.0,906.0,91.0,91.0,
San Joaquin County,2020-05-03,,,,,
San Luis Obispo County,2020-05-03,155.0,,14.0,14.0,
San Mateo County,2020-05-03,146.0,133.0,,,
Santa Barbara County,2020-05-03,111.0,75.0,,,
Santa Clara County,2020-05-03,660.0,267.0,105.0,105.0,
Santa Cruz County,2020-05-03,63.0,47.0,35.0,,
Shasta County,2020-05-03,20.0,13.0,,,
Sierra County,2020-05-03,,,,,
Siskiyou County,2020-05-03,,,,,
Solano County,2020-05-03,238.0,,,,
Sonoma County,2020-05-03,71.0,71.0,,,
Stanislaus County,2020-05-03,121.0,82.0,,,
Sutter County,2020-05-03,19.0,19.0,,,
Tehama County,2020-05-03,,,,,
Trinity County,2020-05-03,,,,,
Tulare County,2020-05-03,56.0,,,,
Tuolumne County,2020-05-03,50.0,,,,
Ventura County,2020-05-03,388.0,303.0,,,
Yolo County,2020-05-03,246.0,226.0,,,
Yuba County,2020-05-03,31.0,18.0,,,
Wilton Rancheria Tribe,2020-05-03,,,,,
Bishop Paiute Tribal Council,2020-05-03,,,,,
Alameda County,2020-05-04,385.0,343.0,91.0,91.0,
Alpine County,2020-05-04,,,,,
Amador County,2020-05-04,,,,,
Butte County,2020-05-04,97.0,97.0,,,
Calaveras County,2020-05-04,73.0,25.0,,,
Colusa County,2020-05-04,,,,,
Contra Costa County,2020-05-04,443.0,230.0,,,
Del Norte County,2020-05-04,,,,,
El Dorado County,2020-05-04,26.0,,,,
Fresno County,2020-05-04,305.0,250.0,28.0,28.0,
Glenn County,2020-05-04,,,,,
Humboldt County,2020-05-04,64.0,35.0,15.0,,
Imperial County,2020-05-04,,,37.0,,
Inyo County,2020-05-04,,,,,
Kern County,2020-05-04,,,15.0,15.0,
Kings County,2020-05-04,,,,,
Lake County,2020-05-04,15.0,,,,
Lassen County,2020-05-04,13.0,13.0,,,
Los Angeles County,2020-05-04,3631.0,1945.0,651.0,651.0,
Madera County ,2020-05-04,21.0,21.0,,,
Marin County ,2020-05-04,169.0,98.0,44.0,,
Mariposa County,2020-05-04,44.0,13.0,,,
Mendocino County,2020-05-04,176.0,136.0,,,
Merced County,2020-05-04,112.0,61.0,,,
Modoc County,2020-05-04,,,,,
Mono County,2020-05-04,,,,,
Monterey County,2020-05-04,142.0,,108.0,15.0,
Napa County ,2020-05-04,97.0,54.0,18.0,12.0,
Nevada County ,2020-05-04,50.0,14.0,,,
Orange County,2020-05-04,402.0,145.0,78.0,78.0,
Placer County,2020-05-04,73.0,26.0,12.0,12.0,
Plumas County,2020-05-04,,,,,
Riverside County,2020-05-04,261.0,261.0,15.0,15.0,
Sacramento County,2020-05-04,423.0,235.0,63.0,63.0,
San Benito County,2020-05-04,67.0,49.0,,,
San Bernardino County,2020-05-04,50.0,37.0,20.0,,20.0
San Diego County,2020-05-04,2029.0,409.0,44.0,44.0,
San Francisco,2020-05-04,1795.0,965.0,91.0,91.0,
San Joaquin County,2020-05-04,,,,,
San Luis Obispo County,2020-05-04,155.0,,14.0,14.0,
San Mateo County,2020-05-04,147.0,139.0,,,
Santa Barbara County,2020-05-04,110.0,74.0,,,
Santa Clara County,2020-05-04,660.0,292.0,105.0,105.0,
Santa Cruz County,2020-05-04,63.0,47.0,35.0,,
Shasta County,2020-05-04,20.0,16.0,,,
Sierra County,2020-05-04,,,,,
Siskiyou County,2020-05-04,,,,,
Solano County,2020-05-04,238.0,,,,
Sonoma County,2020-05-04,71.0,71.0,,,
Stanislaus County,2020-05-04,121.0,82.0,,,
Sutter County,2020-05-04,19.0,19.0,,,
Tehama County,2020-05-04,,,,,
Trinity County,2020-05-04,,,,,
Tulare County,2020-05-04,40.0,,,,
Tuolumne County,2020-05-04,50.0,,,,
Ventura County,2020-05-04,388.0,303.0,,,
Yolo County,2020-05-04,246.0,228.0,,,
Yuba County,2020-05-04,29.0,18.0,,,
Wilton Rancheria Tribe,2020-05-04,,,,,
Bishop Paiute Tribal Council,2020-05-04,,,,,
Alameda County,2020-05-05,483.0,347.0,91.0,91.0,
Alpine County,2020-05-05,,,,,
Amador County,2020-05-05,,,,,
Butte County,2020-05-05,97.0,97.0,,,
